feature,seuil,gauche,droite,p_NORMAL,p_DOS,p_PROBE,p_R2L,p_U2R
8,0.000000,372,377,0.402009,0.000000,0.000000,0.597991,0.000000
28,0.074510,373,376,0.134303,0.000000,0.000000,0.865697,0.000000
69,0.000000,374,375,0.021682,0.000000,0.000000,0.978318,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.028702,0.000000,0.000000,0.971298,0.000000
82,0.000000,380,395,0.002595,0.973045,0.024361,0.000000,0.000000
107,0.000000,381,394,0.002644,0.972535,0.024821,0.000000,0.000000
95,0.000000,382,393,0.002699,0.971965,0.025337,0.000000,0.000000
36,0.380000,383,392,0.002756,0.971370,0.025874,0.000000,0.000000
3,0.000000,384,391,0.002829,0.997171,0.000000,0.000000,0.000000
101,0.000000,385,388,0.002478,0.997522,0.000000,0.000000,0.000000
31,0.010000,386,387,0.000730,0.999270,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.576983,0.423017,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
34,0.510000,389,390,0.057397,0.942603,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.405465,0.594535,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
28,0.321569,397,398,0.035327,0.018993,0.945680,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
1,0.000000,399,410,0.019157,0.019312,0.961531,0.000000,0.000000
61,0.000000,400,409,0.007271,0.019546,0.973183,0.000000,0.000000
37,0.000000,401,406,0.007375,0.012616,0.980009,0.000000,0.000000
29,0.011765,402,405,0.000000,0.013084,0.986916,0.000000,0.000000
36,0.000000,403,404,0.000000,0.005650,0.994350,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
0,0.000000,407,408,0.206114,0.000000,0.793886,0.000000,0.000000
-1,0.000000,-1,-1,0.147546,0.000000,0.852454,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.503765,0.496235,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
23,0.120000,413,430,0.003273,0.969759,0.013121,0.013847,0.000000
28,0.039216,414,425,0.003292,0.986836,0.000000,0.009872,0.000000
2,0.000000,415,424,0.038750,0.163047,0.000000,0.798202,0.000000
20,0.029354,416,423,0.010407,0.167855,0.000000,0.821738,0.000000
26,0.000000,417,422,0.058379,0.941621,0.000000,0.000000,0.000000
8,0.000000,418,421,0.120026,0.879974,0.000000,0.000000,0.000000
59,0.000000,419,420,0.043489,0.956511,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.214327,0.785673,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
116,0.000000,426,427,0.002848,0.997152,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
21,0.500000,428,429,0.000063,0.999937,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
7,0.000000,431,440,0.002261,0.043103,0.725071,0.229565,0.000000
24,0.170000,432,435,0.002935,0.055947,0.941118,0.000000,0.000000
20,0.005871,433,434,0.000000,0.244148,0.755852,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.103429,0.896571,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
22,0.000000,436,437,0.003348,0.029456,0.967196,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
37,0.000000,438,439,0.000000,0.029555,0.970445,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
116,0.000000,442,913,0.200835,0.202307,0.201550,0.197769,0.197539
2,0.000000,443,720,0.236272,0.060288,0.235687,0.234013,0.233741
27,0.330000,444,679,0.077045,0.114010,0.477456,0.293650,0.037838
30,0.130000,445,556,0.081216,0.135084,0.396455,0.341962,0.045282
25,0.280000,446,483,0.044757,0.198243,0.698890,0.010047,0.048062
85,0.000000,447,480,0.027320,0.361456,0.611224,0.000000,0.000000
34,0.000000,448,467,0.016095,0.473847,0.510057,0.000000,0.000000
0,0.000000,449,466,0.022363,0.690694,0.286943,0.000000,0.000000
38,0.000000,450,465,0.023503,0.725902,0.250594,0.000000,0.000000
90,0.000000,451,458,0.000531,0.743305,0.256163,0.000000,0.000000
30,0.000000,452,455,0.000995,0.943981,0.055024,0.000000,0.000000
101,0.000000,453,454,0.000000,0.601339,0.398661,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.591194,0.408806,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
77,0.000000,456,457,0.001117,0.985976,0.012907,0.000000,0.000000
-1,0.000000,-1,-1,0.001145,0.986575,0.012281,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.961723,0.038277,0.000000,0.000000
29,0.007843,459,462,0.000000,0.513251,0.486749,0.000000,0.000000
39,0.000000,460,461,0.000000,0.119859,0.880141,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.152623,0.847377,0.000000,0.000000
112,0.000000,463,464,0.000000,0.879941,0.120059,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.171945,0.828055,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.981704,0.000000,0.018296,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
4,0.000000,468,479,0.002585,0.006466,0.990949,0.000000,0.000000
28,0.529412,469,470,0.002602,0.000000,0.997398,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
112,0.000000,471,478,0.002296,0.000000,0.997704,0.000000,0.000000
8,0.000000,472,475,0.008175,0.000000,0.991825,0.000000,0.000000
32,0.000000,473,474,0.000571,0.000000,0.999429,0.000000,0.000000
-1,0.000000,-1,-1,0.021177,0.000000,0.978823,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
61,0.000000,476,477,0.168006,0.000000,0.831994,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
8,0.000000,481,482,0.063263,0.001584,0.935153,0.000000,0.000000
-1,0.000000,-1,-1,0.029417,0.001641,0.968942,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
36,0.030000,484,521,0.062569,0.031517,0.788444,0.020311,0.097159
56,0.000000,485,520,0.196390,0.077945,0.328374,0.068692,0.328600
29,0.003922,486,501,0.201558,0.032685,0.345241,0.072708,0.347808
85,0.000000,487,496,0.050139,0.001453,0.341207,0.093892,0.513308
19,0.005871,488,495,0.024055,0.004008,0.934936,0.037001,0.000000
1,0.000000,489,492,0.024093,0.002409,0.936437,0.037061,0.000000
6,0.000000,490,491,0.016633,0.002523,0.980844,0.000000,0.000000
-1,0.000000,-1,-1,0.013237,0.002532,0.984231,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
30,0.010000,493,494,0.181419,0.000000,0.000000,0.818581,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.055802,0.000000,0.000000,0.944198,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
39,0.000000,497,498,0.064972,0.000000,0.003592,0.126241,0.805194
-1,0.000000,-1,-1,0.056569,0.000000,0.004190,0.000000,0.939240
34,0.000000,499,500,0.115446,0.000000,0.000000,0.884554,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.057993,0.000000,0.000000,0.942007,0.000000
8,0.000000,502,517,0.519772,0.098321,0.353719,0.028188,0.000000
29,0.039216,503,510,0.438321,0.122168,0.439510,0.000000,0.000000
40,0.000000,504,507,0.379147,0.067202,0.553651,0.000000,0.000000
0,0.000000,505,506,0.779855,0.000000,0.220145,0.000000,0.000000
-1,0.000000,-1,-1,0.839858,0.000000,0.160142,0.000000,0.000000
-1,0.000000,-1,-1,0.121626,0.000000,0.878374,0.000000,0.000000
25,0.520000,508,509,0.100638,0.113910,0.785452,0.000000,0.000000
-1,0.000000,-1,-1,0.214633,0.000000,0.785367,0.000000,0.000000
-1,0.000000,-1,-1,0.063289,0.151231,0.785480,0.000000,0.000000
20,0.019569,511,514,0.496749,0.176441,0.326810,0.000000,0.000000
61,0.000000,512,513,0.973531,0.000000,0.026469,0.000000,0.000000
-1,0.000000,-1,-1,0.953134,0.000000,0.046866,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
27,0.000000,515,516,0.108256,0.320209,0.571535,0.000000,0.000000
-1,0.000000,-1,-1,0.077255,0.331341,0.591404,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
20,0.001957,518,519,0.855592,0.000000,0.000000,0.144408,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.794707,0.000000,0.000000,0.205293,0.000000
-1,0.000000,-1,-1,0.107970,0.852214,0.039817,0.000000,0.000000
120,0.000000,522,537,0.006391,0.012026,0.981582,0.000000,0.000000
20,0.003914,523,534,0.000964,0.006716,0.992320,0.000000,0.000000
23,0.000000,524,525,0.000728,0.000267,0.999005,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
45,0.000000,526,531,0.000738,0.000270,0.998992,0.000000,0.000000
115,0.000000,527,530,0.000246,0.000271,0.999483,0.000000,0.000000
90,0.000000,528,529,0.000900,0.000990,0.998111,0.000000,0.000000
-1,0.000000,-1,-1,0.005297,0.000000,0.994703,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.001192,0.998808,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
29,0.003922,532,533,0.216874,0.000000,0.783126,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
36,0.380000,535,536,0.036023,0.963977,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
40,0.000000,538,551,0.047647,0.052398,0.899955,0.000000,0.000000
32,0.030000,539,548,0.314232,0.039873,0.645895,0.000000,0.000000
20,0.001957,540,547,0.084766,0.013083,0.902151,0.000000,0.000000
29,0.011765,541,544,0.062071,0.000000,0.937929,0.000000,0.000000
56,0.000000,542,543,0.041476,0.000000,0.958524,0.000000,0.000000
-1,0.000000,-1,-1,0.028039,0.000000,0.971961,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
59,0.000000,545,546,0.108066,0.000000,0.891934,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.017014,0.000000,0.982986,0.000000,0.000000
-1,0.000000,-1,-1,0.407882,0.199360,0.392759,0.000000,0.000000
31,0.050000,549,550,0.795737,0.096089,0.108174,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.502063,0.234238,0.263699,0.000000,0.000000
36,0.380000,552,553,0.000000,0.054637,0.945363,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
32,0.200000,554,555,0.000000,0.078348,0.921652,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.164412,0.835588,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
36,0.000000,557,610,0.113689,0.078832,0.127091,0.637582,0.042807
117,0.000000,558,609,0.076774,0.064309,0.124062,0.688546,0.046310
61,0.000000,559,582,0.076229,0.064347,0.124135,0.688952,0.046337
40,0.000000,560,575,0.058906,0.250148,0.482571,0.028242,0.180133
35,0.143750,561,570,0.073265,0.386183,0.488809,0.051743,0.000000
56,0.000000,562,567,0.074848,0.396595,0.501988,0.026569,0.000000
33,0.120000,563,566,0.101485,0.001734,0.848748,0.048032,0.000000
6,0.000000,564,565,0.437071,0.011824,0.223633,0.327471,0.000000
-1,0.000000,-1,-1,0.622751,0.018945,0.358304,0.000000,0.000000
-1,0.000000,-1,-1,0.128731,0.000000,0.000000,0.871269,0.000000
-1,0.000000,-1,-1,0.043801,0.000000,0.956199,0.000000,0.000000
19,0.005871,568,569,0.041875,0.885376,0.072749,0.000000,0.000000
-1,0.000000,-1,-1,0.344665,0.056547,0.598788,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
65,0.000000,571,574,0.014560,0.000000,0.000000,0.985440,0.000000
27,0.000000,572,573,0.004901,0.000000,0.000000,0.995099,0.000000
-1,0.000000,-1,-1,0.014560,0.000000,0.000000,0.985440,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,0.000000,1.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
32,0.500000,576,577,0.041650,0.086667,0.475074,0.000000,0.396609
-1,0.000000,-1,-1,0.048839,0.150346,0.061054,0.000000,0.739761
26,0.000000,578,581,0.033340,0.013069,0.953591,0.000000,0.000000
90,0.000000,579,580,0.064906,0.025442,0.909651,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.006147,0.027041,0.966812,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
30,0.870000,583,598,0.082228,0.000000,0.000000,0.917772,0.000000
1,0.000000,584,589,0.432828,0.000000,0.000000,0.567172,0.000000
8,0.000000,585,586,0.219959,0.000000,0.000000,0.780041,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
32,0.110000,587,588,0.161349,0.000000,0.000000,0.838651,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.155112,0.000000,0.000000,0.844888,0.000000
1,0.000002,590,593,0.714504,0.000000,0.000000,0.285496,0.000000
29,0.247059,591,592,0.833166,0.000000,0.000000,0.166834,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.740699,0.000000,0.000000,0.259301,0.000000
20,0.001957,594,597,0.637061,0.000000,0.000000,0.362939,0.000000
31,0.060000,595,596,0.202636,0.000000,0.000000,0.797364,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.062343,0.000000,0.000000,0.937657,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
29,0.247059,599,606,0.009168,0.000000,0.000000,0.990832,0.000000
29,0.007843,600,601,0.004541,0.000000,0.000000,0.995459,0.000000
-1,0.000000,-1,-1,0.042444,0.000000,0.000000,0.957556,0.000000
32,0.900000,602,603,0.004064,0.000000,0.000000,0.995936,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
13,0.000000,604,605,0.003532,0.000000,0.000000,0.996468,0.000000
-1,0.000000,-1,-1,0.003444,0.000000,0.000000,0.996556,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
20,0.001957,607,608,0.702736,0.000000,0.000000,0.297264,0.000000
-1,0.000000,-1,-1,0.404640,0.000000,0.000000,0.595360,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
19,0.080235,611,664,0.564804,0.256302,0.164106,0.014788,0.000000
31,0.070000,612,643,0.747879,0.027309,0.205117,0.019696,0.000000
29,0.247059,613,626,0.936230,0.007252,0.030771,0.025748,0.000000
22,0.000000,614,625,0.769026,0.015136,0.099398,0.116440,0.000000
1,0.000000,615,620,0.765803,0.015347,0.100785,0.118065,0.000000
39,0.000000,616,617,0.829550,0.022525,0.147925,0.000000,0.000000
-1,0.000000,-1,-1,0.102063,0.897937,0.000000,0.000000,0.000000
20,0.003914,618,619,0.848269,0.000000,0.151731,0.000000,0.000000
-1,0.000000,-1,-1,0.845840,0.000000,0.154160,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
33,0.050000,621,622,0.629511,0.000000,0.000000,0.370489,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
20,0.001957,623,624,0.055802,0.000000,0.000000,0.944198,0.000000
-1,0.000000,-1,-1,0.028702,0.000000,0.000000,0.971298,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
32,0.500000,627,634,0.983699,0.005013,0.011288,0.000000,0.000000
36,0.380000,628,633,0.998421,0.001579,0.000000,0.000000,0.000000
27,0.000000,629,632,0.991373,0.008627,0.000000,0.000000,0.000000
34,0.040000,630,631,0.990414,0.009586,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.995020,0.004980,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.872121,0.127879,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
29,0.458824,635,640,0.840152,0.038497,0.121350,0.000000,0.000000
65,0.000000,636,639,0.538813,0.000000,0.461187,0.000000,0.000000
23,0.000000,637,638,0.177872,0.000000,0.822128,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
24,0.000000,641,642,0.947756,0.052244,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
36,0.380000,644,653,0.134942,0.092579,0.772479,0.000000,0.000000
8,0.000000,645,652,0.099312,0.030129,0.870560,0.000000,0.000000
113,0.000000,646,651,0.057346,0.031532,0.911122,0.000000,0.000000
25,0.520000,647,648,0.048823,0.031817,0.919360,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
24,0.170000,649,650,0.120698,0.078658,0.800645,0.000000,0.000000
-1,0.000000,-1,-1,0.063571,0.101689,0.834740,0.000000,0.000000
-1,0.000000,-1,-1,0.315798,0.000000,0.684202,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
65,0.000000,654,663,0.227947,0.255595,0.516459,0.000000,0.000000
120,0.000000,655,660,0.188026,0.268811,0.543163,0.000000,0.000000
29,0.180392,656,659,0.021177,0.000000,0.978823,0.000000,0.000000
30,0.330000,657,658,0.047122,0.000000,0.952878,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
28,0.800000,661,662,0.321228,0.483413,0.195359,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.712188,0.287812,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
19,0.142857,665,672,0.013153,0.946318,0.040529,0.000000,0.000000
24,0.000000,666,671,0.010911,0.799967,0.189122,0.000000,0.000000
23,0.000000,667,670,0.000000,0.808792,0.191208,0.000000,0.000000
20,0.039139,668,669,0.000000,0.736268,0.263732,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
90,0.000000,673,678,0.013582,0.974345,0.012073,0.000000,0.000000
38,0.000000,674,677,0.020440,0.961392,0.018168,0.000000,0.000000
0,0.000000,675,676,0.692316,0.000000,0.307684,0.000000,0.000000
-1,0.000000,-1,-1,0.655638,0.000000,0.344362,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.990640,0.009360,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
23,0.000000,680,715,0.055845,0.006905,0.889139,0.048110,0.000000
6,0.000000,681,712,0.027170,0.006999,0.916131,0.049700,0.000000
39,0.000000,682,695,0.027054,0.007113,0.931105,0.034727,0.000000
40,0.000000,683,694,0.016430,0.007457,0.976113,0.000000,0.000000
31,0.040000,684,691,0.000795,0.007576,0.991630,0.000000,0.000000
1,0.000000,685,688,0.000798,0.005336,0.993867,0.000000,0.000000
26,0.050000,686,687,0.000201,0.000000,0.999799,0.000000,0.000000
-1,0.000000,-1,-1,0.000100,0.000000,0.999900,0.000000,0.000000
-1,0.000000,-1,-1,0.079649,0.000000,0.920351,0.000000,0.000000
19,0.003914,689,690,0.100806,0.899194,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.009256,0.990744,0.000000,0.000000,0.000000
-1,0.000000,-1,-1,1.000000,0.000000,0.000000,0.000000,0.000000
56,0.000000,692,693,0.000000,0.662948,0.337052,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,0.000000,1.000000,0.000000,0.000000
-1,0.000000,-1,-1,0.000000,1.000000,0.000000,0.000000,0.000000
